0.0000000000e+00, 5.5546562500e+03
1.0000000475e-03, 5.5551938477e+03
2.0000000950e-03, 5.5563920898e+03
3.0000000261e-03, 5.5581708984e+03
4.0000001900e-03, 5.5604291992e+03
4.9999998882e-03, 5.5630522461e+03
6.0000000522e-03, 5.5659628906e+03
7.0000002161e-03, 5.5688862305e+03
8.0000003800e-03, 5.5717426758e+03
8.9999996126e-03, 5.5744458008e+03
9.9999997765e-03, 5.5769018555e+03
1.0999999940e-02, 5.5790278320e+03
1.2000000104e-02, 5.5807519531e+03
1.3000000268e-02, 5.5820185547e+03
1.4000000432e-02, 5.5827944336e+03
1.4999999665e-02, 5.5830546875e+03
1.6000000760e-02, 5.5827963867e+03
1.7000000924e-02, 5.5820346680e+03
1.7999999225e-02, 5.5808017578e+03
1.8999999389e-02, 5.5791523438e+03
1.9999999553e-02, 5.5771772461e+03
2.0999999717e-02, 5.5749233398e+03
2.1999999881e-02, 5.5724174805e+03
2.3000000045e-02, 5.5697792969e+03
2.4000000209e-02, 5.5671533203e+03
2.5000000373e-02, 5.5646020508e+03
2.6000000536e-02, 5.5622094727e+03
2.7000000700e-02, 5.5601108398e+03
2.8000000864e-02, 5.5584633789e+03
2.8999999166e-02, 5.5574086914e+03
2.9999999329e-02, 5.5570053711e+03
3.0999999493e-02, 5.5572363281e+03
3.2000001520e-02, 5.5580141602e+03
3.2999999821e-02, 5.5592250977e+03
3.4000001848e-02, 5.5607553711e+03
3.5000000149e-02, 5.5625000000e+03
3.5999998450e-02, 5.5643583984e+03
3.7000000477e-02, 5.5662285156e+03
3.7999998778e-02, 5.5680131836e+03
3.9000000805e-02, 5.5696279297e+03
3.9999999106e-02, 5.5710048828e+03
4.1000001132e-02, 5.5720883789e+03
4.1999999434e-02, 5.5728378906e+03
4.3000001460e-02, 5.5732314453e+03
4.3999999762e-02, 5.5732685547e+03
4.5000001788e-02, 5.5731303711e+03
4.6000000089e-02, 5.5730288086e+03
4.6999998391e-02, 5.5729804688e+03
4.8000000417e-02, 5.5728486328e+03
4.8999998719e-02, 5.5725000000e+03
5.0000000745e-02, 5.5718750000e+03
5.0999999046e-02, 5.5710131836e+03
5.2000001073e-02, 5.5699614258e+03
5.2999999374e-02, 5.5687485352e+03
5.4000001401e-02, 5.5674506836e+03
5.4999999702e-02, 5.5661684570e+03
5.6000001729e-02, 5.5649033203e+03
5.7000000030e-02, 5.5635205078e+03
5.7999998331e-02, 5.5619511719e+03
5.9000000358e-02, 5.5602368164e+03
5.9999998659e-02, 5.5585117188e+03
6.1000000685e-02, 5.5569101562e+03
6.1999998987e-02, 5.5555429688e+03
6.3000001013e-02, 5.5544863281e+03
6.4000003040e-02, 5.5538085938e+03
6.4999997616e-02, 5.5535761719e+03
6.5999999642e-02, 5.5538476562e+03
6.7000001669e-02, 5.5546625977e+03
6.8000003695e-02, 5.5560424805e+03
6.8999998271e-02, 5.5579926758e+03
7.0000000298e-02, 5.5605024414e+03
7.1000002325e-02, 5.5635517578e+03
7.1999996901e-02, 5.5671049805e+03
7.2999998927e-02, 5.5711088867e+03
