X,Y
0.0,0.0
4.040404040404041,2.5382346798454125
8.080808080808081,5.073913572525162
12.121212121212121,7.6044834643346135
16.161616161616163,10.127396285899943
20.202020202020204,12.640111677867994
24.242424242424242,15.140099548832817
28.282828282828284,17.62484262292325
32.323232323232325,20.091838974486343
36.36363636363637,22.538604547314378
40.40404040404041,24.962675655878968
44.44444444444445,27.361611466053503
48.484848484848484,29.732996452826207
52.525252525252526,32.0744428325291
56.56565656565657,34.38359296713373
60.60606060606061,36.65812173819284
64.64646464646465,38.8957388880375
68.68686868686869,41.094191325872515
72.72727272727273,43.25126539644781
76.76767676767678,45.36478910902167
80.80808080808082,47.43263432437124
84.84848484848486,49.452718897648424
88.8888888888889,51.42300877492315
92.92929292929294,53.34152004130334
96.96969696969697,55.20632091856896
101.01010101010101,57.015533710309036
105.05050505050505,58.76733669260267
109.0909090909091,60.45996594834066
113.13131313131314,62.091717143340546
117.17171717171718,63.66094724246658
121.21212121212122,65.16607616402686
125.25252525252526,66.60558837078172
129.2929292929293,67.97803439596116
133.33333333333334,69.2820323027551
137.37373737373738,70.51626907580658
141.41414141414143,71.67950194330687
145.45454545454547,72.77055962836147
149.4949494949495,73.78834352836651
153.53535353535355,74.73182882120854
157.5757575757576,75.60006549717349
161.61616161616163,76.39217931552592
165.65656565656568,77.10737268479537
169.69696969696972,77.74492546588334
173.73737373737376,78.3041956971823
177.7777777777778,78.78462024097665
181.81818181818184,79.18571535047462
185.85858585858588,79.50707715690034
189.89898989898992,79.7483820761554
193.93939393939394,79.90938713464064
197.97979797979798,79.98993021391
202.02020202020202,79.98993021391
206.06060606060606,79.90938713464064
210.1010101010101,79.7483820761554
214.14141414141415,79.50707715690032
218.1818181818182,79.18571535047461
222.22222222222223,78.78462024097664
226.26262626262627,78.3041956971823
230.3030303030303,77.74492546588333
234.34343434343435,77.10737268479537
238.3838383838384,76.39217931552591
242.42424242424244,75.60006549717347
246.46464646464648,74.73182882120854
250.50505050505052,73.7883435283665
254.54545454545456,72.77055962836147
258.5858585858586,71.67950194330685
262.62626262626264,70.51626907580655
266.6666666666667,69.28203230275508
270.7070707070707,67.97803439596115
274.74747474747477,66.60558837078169
278.7878787878788,65.16607616402683
282.82828282828285,63.66094724246656
286.8686868686869,62.09171714334052
290.90909090909093,60.459965948340646
294.949494949495,58.76733669260265
298.989898989899,57.015533710309015
303.03030303030306,55.20632091856893
307.0707070707071,53.341520041303305
311.11111111111114,51.42300877492313
315.1515151515152,49.45271889764838
319.1919191919192,47.43263432437121
323.23232323232327,45.36478910902163
327.2727272727273,43.25126539644779
331.31313131313135,41.09419132587247
335.3535353535354,38.895738888037464
339.39393939393943,36.65812173819281
343.4343434343435,34.38359296713368
347.4747474747475,32.07444283252906
351.51515151515156,29.73299645282617
355.5555555555556,27.36161146605348
359.59595959595964,24.962675655878922
363.6363636363637,22.53860454731434
367.6767676767677,20.091838974486308
371.71717171717177,17.624842622923197
375.7575757575758,15.14009954883277
379.79797979797985,12.640111677867957
383.8383838383839,10.127396285899914
387.8787878787879,7.604483464334595
391.9191919191919,5.073913572525152
395.95959595959596,2.5382346798454125
400.0,-2.5729962394826185e-14
