0.0000000000e+00, -2.7898443222e+01
1.0000000475e-03, -2.7898159027e+01
2.0000000950e-03, -2.7895715714e+01
3.0000000261e-03, -2.7889757156e+01
4.0000001900e-03, -2.7879259109e+01
4.9999998882e-03, -2.7863601685e+01
6.0000000522e-03, -2.7842542648e+01
7.0000002161e-03, -2.7814659119e+01
8.0000003800e-03, -2.7783292770e+01
8.9999996126e-03, -2.7747327805e+01
9.9999997765e-03, -2.7709260941e+01
1.0999999940e-02, -2.7669284821e+01
1.2000000104e-02, -2.7628051758e+01
1.3000000268e-02, -2.7586311340e+01
1.4000000432e-02, -2.7544656754e+01
1.4999999665e-02, -2.7503793716e+01
1.6000000760e-02, -2.7464204788e+01
1.7000000924e-02, -2.7426256180e+01
1.7999999225e-02, -2.7390081406e+01
1.8999999389e-02, -2.7355649948e+01
1.9999999553e-02, -2.7322732925e+01
2.0999999717e-02, -2.7290987015e+01
2.1999999881e-02, -2.7259914398e+01
2.3000000045e-02, -2.7228857040e+01
2.4000000209e-02, -2.7197124481e+01
2.5000000373e-02, -2.7164037704e+01
2.6000000536e-02, -2.7128860474e+01
2.7000000700e-02, -2.7090854645e+01
2.8000000864e-02, -2.7049314499e+01
2.8999999166e-02, -2.7003633499e+01
2.9999999329e-02, -2.6953428268e+01
3.0999999493e-02, -2.6898628235e+01
3.2000001520e-02, -2.6839527130e+01
3.2999999821e-02, -2.6776704788e+01
3.4000001848e-02, -2.6710901260e+01
3.5000000149e-02, -2.6642942429e+01
3.5999998450e-02, -2.6573741913e+01
3.7000000477e-02, -2.6504268646e+01
3.7999998778e-02, -2.6435523987e+01
3.9000000805e-02, -2.6368465424e+01
3.9999999106e-02, -2.6303945541e+01
4.1000001132e-02, -2.6242673874e+01
4.1999999434e-02, -2.6185159683e+01
4.3000001460e-02, -2.6131612778e+01
4.3999999762e-02, -2.6081918716e+01
4.5000001788e-02, -2.6035713196e+01
4.6000000089e-02, -2.5992549896e+01
4.6999998391e-02, -2.5952058792e+01
4.8000000417e-02, -2.5913993835e+01
4.8999998719e-02, -2.5878187180e+01
5.0000000745e-02, -2.5844503403e+01
